num	attraction	ranking	rating	review_num	address	street	locality	category	phone	duration	hours	neighborhood	description	tags	languages	sitelink
1392	King's Cross Methodist Church	#1,474	4.0 	1	58A Birkenhead Street, London WC1H 8BW, England	58A Birkenhead Street	London WC1H 8BW, 	 Churches & Cathedrals, Sights & Landmarks	+44 7411 754564	Suggested Duration: 2-3 hours	"missing"	"missing"	"missing"	missing	English (0); Chinese (Trad.) (1)	/Attraction_Review-g186338-d14060926-Reviews-King_s_Cross_Methodist_Church-London_England.html
1393	The Salvation Army International Heritage Centre	#1,475	4.0 	1	William Booth College Champion Park | Third floor, William Booth College, London SE5 8BQ, England	William Booth College Champion Park	London SE5 8BQ, 	 History Museums, Specialty Museums, Museums	+44 20 7326 7800	Suggested Duration: < 1 hour	"missing"	"missing"	The Salvation Army International Heritage Centre tells the story of The Salvation Army from its origins in the 1860s to the present, both in the UK and overseas. The Heritage Centre includes a library, archive and museum, open Tuesday-Friday 9.30am-4.00pm.	missing	English (1)	/Attraction_Review-g186338-d11717853-Reviews-The_Salvation_Army_International_Heritage_Centre-London_England.html
1394	Bomber Harris Memorial	#1,476	4.0	1	 | 265 Strand, London WC2R 1DH, England	"missing"	London WC2R 1DH, 	 Monuments & Statues, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d14020451-Reviews-Bomber_Harris_Memorial-London_England.html
1395	Knights Templar Column	#1,477	4.0 	1	The Library Church Court Inner Temple, London EC4Y 7DA, England	The Library Church Court Inner Temple	London EC4Y 7DA, 	 Points of Interest & Landmarks, Historic Walking Areas, Monuments & Statues, Sights & Landmarks, More 	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (0); German (1)	/Attraction_Review-g186338-d13949248-Reviews-Knights_Templar_Column-London_England.html
1396	Nine Elms Sunday Market	#1,478	3.5 	13	52 Nine Elms Lane | New Covent Garden Market, London SW11 8DA, England	52 Nine Elms Lane	London SW11 8DA, 	 Flea & Street Markets, Shopping	+44 1483 277640	Suggested Duration: 1-2 hours	"missing"	"missing"	"missing"	mobile phone accessories; electrical goods; stalls selling; flea market; food stalls; vauxhall; sportswear; shoes; clothing	English (11); German (1); Russian (1)	/Attraction_Review-g186338-d8090216-Reviews-Nine_Elms_Sunday_Market-London_England.html
1397	St Andrew's Gardens	#1,479	4.0 	1	256 Gray's Inn Road | Wren St, London WC1X 8LD, England	256 Gray's Inn Road	London WC1X 8LD, 	 Gardens, Nature & Parks	+44 20 7974 1693	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13894459-Reviews-St_Andrew_s_Gardens-London_England.html
1398	Church of St. Botolph without Bishopsgate	#1,480	4.0	1	Aldgate High Street, London EC3N 1AB, England	Aldgate High Street	London EC3N 1AB, 	 Points of Interest & Landmarks, Churches & Cathedrals, Sights & Landmarks	+44 20 7588 3388	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13836529-Reviews-Church_of_St_Botolph_without_Bishopsgate-London_England.html
1399	Cortesi Gallery London	#1,481	4.0 	1	41&43 Maddox St, London, England	41&43 Maddox St	London, 	 Art Galleries, Shopping, Museums	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13160788-Reviews-Cortesi_Gallery_London-London_England.html
1400	Tyburn Convent	#1,347	4.0 	2	8-9 Hyde Park Place, London W2 2LJ, England	8-9 Hyde Park Place	London W2 2LJ, 	 Sacred & Religious Sites, Sights & Landmarks	+44 20 7723 7262	"missing"	"missing"	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d13456818-Reviews-Tyburn_Convent-London_England.html
1401	Blackwall Tunnel	#1,482	4.0 	1	 | Under The Thames River, London, England	"missing"	London, 	 Scenic Drives, Sights & Landmarks, Outdoor Activities	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13814249-Reviews-Blackwall_Tunnel-London_England.html
1402	The Approach	#1,483	4.0 	2	47 Approach Rd., London, England	47 Approach Rd.	London, 	 Art Galleries, Shopping, Museums	"missing"	"missing"	Closed Now Wed - Sun12:00 PM - 6:00 PMHours Hours Today: 12:00 PM - 6:00 PM	East End / East London	Visit this art gallery featuring the work of many new contemporary artists.	missing	English (2)	/Attraction_Review-g186338-d188951-Reviews-The_Approach-London_England.html
1403	The Jubilee Greenway	#1,484	4.0	1	44 Bloomfield Road | Little Venice, London SE18 7JH, England	44 Bloomfield Road	London SE18 7JH, 	 Biking Trails, Hiking Trails, Outdoor Activities, Nature & Parks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13807149-Reviews-The_Jubilee_Greenway-London_England.html
1404	Holborn Viaduct	#1,485	4.0	1	Holborn street, London EC1A, England	Holborn street	London EC1A, 	 Bridges, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13804156-Reviews-Holborn_Viaduct-London_England.html
1405	Red Lion Square Gardens	#1,486	4.0 	1	Princeton St., London, England	Princeton St.	London, 	 Gardens, Nature & Parks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13804153-Reviews-Red_Lion_Square_Gardens-London_England.html
1406	The Museum of Wimbledon	#1,487	4.0 	1	22 Ridgway, London SW19 4QN, England	22 Ridgway	London SW19 4QN, 	 Specialty Museums, Museums	+44 20 8296 9914	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13743014-Reviews-The_Museum_of_Wimbledon-London_England.html
1407	Walpole cinema facade	#1,488	4.0	1	12 Mattock Lane, London W5 5BQ, England	12 Mattock Lane	London W5 5BQ, 	 Architectural Buildings, Points of Interest & Landmarks, Monuments & Statues, Sights & Landmarks, More 	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13793483-Reviews-Walpole_cinema_facade-London_England.html
1408	Wembley Park	#1,489	4.0	1	Unit 5 Exhibition Way | Wembley, London HA9 0FA, England	Unit 5 Exhibition Way	London HA9 0FA, 	 Neighborhoods, Other, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (0); Russian (1)	/Attraction_Review-g186338-d13445685-Reviews-Wembley_Park-London_England.html
1409	Holy Trinity Church	#1,490	4.0 	1	74 Trinity Road | Upper Tooting, London SW17 7RH, England	74 Trinity Road	London SW17 7RH, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 8872 4790	"missing"	Closed Now Wed12:00 PM - 6:00 PMThu - Tue8:00 AM - 6:00 PMHours Hours Today: 8:00 AM - 6:00 PM	"missing"	"missing"	missing	English (0); Russian (1)	/Attraction_Review-g186338-d12102663-Reviews-Holy_Trinity_Church-London_England.html
1410	The Penny Panther	#1,491	4.0 	1	South Audley Street | 34 Mayfair, London, England	South Audley Street	London, 	 Monuments & Statues, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	Mayfair	"missing"	missing	English (0); Russian (1)	/Attraction_Review-g186338-d10833332-Reviews-The_Penny_Panther-London_England.html
1411	Jumping Jacks Play Cafe	#1,492	5.0 	1	Rosslyn Park FC | Priory Lane, Upper Richmond Road, Roehampton, SW15 5JH, London, England	Rosslyn Park FC	London, 	 Playgrounds, Fun & Games, Nature & Parks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d4270222-Reviews-Jumping_Jacks_Play_Cafe-London_England.html
1412	FreeFit	#1,493	5.0 	1	Finsbury Park, London, England	Finsbury Park	London, 	 Hiking Trails, Nature & Parks, Outdoor Activities	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d2276187-Reviews-FreeFit-London_England.html
1413	St John's Wood Church	#1,494	4.0 	1	Lord's Roundabout | St John's Wood, London NW8 7NE, England	Lord's Roundabout	London NW8 7NE, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 7586 3864	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13511474-Reviews-St_John_s_Wood_Church-London_England.html
1414	Vauxhall Pleasure Gardens	#1,495	4.0 	1	Tyers Street, London SE11 5HL, England	Tyers Street	London SE11 5HL, 	 Nature & Parks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	Historic location of Pleasure Gardens, now a park area in the heart of Vauxhall.	missing	English (1)	/Attraction_Review-g186338-d13416881-Reviews-Vauxhall_Pleasure_Gardens-London_England.html
1415	Putney Vale Cemetery	#1,496	4.0 	1	Stag Lane, London SW15 3DZ, England	Stag Lane	London SW15 3DZ, 	 Cemeteries, Sights & Landmarks	+44 20 8788 2113	Suggested Duration: 2-3 hours	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13343231-Reviews-Putney_Vale_Cemetery-London_England.html
1416	St. Mary's Church	#1,497	4.0	1	St. Marys Church Office Upper Street | Islington, London N1 2TX, England	St. Marys Church Office Upper Street	London N1 2TX, 	 Churches & Cathedrals, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12828195-Reviews-St_Mary_s_Church-London_England.html
1417	St. Anne's Church, Limehouse	#1,498	4.0 	1	Three Colt Street, London E14 7HA, England	Three Colt Street	London E14 7HA, 	 Points of Interest & Landmarks, Churches & Cathedrals, Sights & Landmarks	+44 20 7987 1502	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13332351-Reviews-St_Anne_s_Church_Limehouse-London_England.html
1418	Cartwright Gardens	#1,499	4.0 	1	Cartwright Gardens, London WC1H 9EH, England	Cartwright Gardens	London WC1H 9EH, 	 Gardens, Nature & Parks	+44 20 7822 3000	Suggested Duration: 1-2 hours	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13335039-Reviews-Cartwright_Gardens-London_England.html
1419	St Peter's Church	#1,500	4.0	1	5-7 Vere Street, London W1G 0DJ, England	5-7 Vere Street	London W1G 0DJ, 	 Churches & Cathedrals, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (0); Spanish (1)	/Attraction_Review-g186338-d13297644-Reviews-St_Peter_s_Church-London_England.html
1420	Corpus Christi Catholic Church	#1,501	4.5 	2	1 Maiden Lane, London WC2E 7NB, England	1 Maiden Lane	London WC2E 7NB, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 7836 4700	"missing"	"missing"	Covent Garden	"missing"	missing	English (2)	/Attraction_Review-g186338-d12403680-Reviews-Corpus_Christi_Catholic_Church-London_England.html
1421	Emily Pankhurst Statue	#1,502	3.5	2	Abingdon street | Victoria tower gardens, London, England	Abingdon street	London, 	 Points of Interest & Landmarks, Monuments & Statues, Sights & Landmarks	+44 300 061 2350	"missing"	"missing"	"missing"	"missing"	missing	English (1); Russian (1)	/Attraction_Review-g186338-d13341987-Reviews-Emily_Pankhurst_Statue-London_England.html
1422	Hampstead Food Market	#1,503	4.0 	1	 | Hampstead Parochial School, London NW3 6TX, England	"missing"	London NW3 6TX, 	 Flea & Street Markets, Shopping	"missing"	Suggested Duration: < 1 hour	Closed Sat10:00 AM - 3:00 PMHours Hours Today: Closed	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d13170437-Reviews-Hampstead_Food_Market-London_England.html
1423	Soup Kitchen for the Jewish Poor	#1,504	3.5 	3	Brune Street, London, England	Brune Street	London, 	 Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	Whitechapel	All that remains of this Jewish landmark is its name carved prominently on the front of the building, which now houses upscale apartments and condos.	missing	English (3)	/Attraction_Review-g186338-d187714-Reviews-Soup_Kitchen_for_the_Jewish_Poor-London_England.html
1424	The Sidings N21	#1,505	4.0 	1	62 Station Road | Winchmore Hill, London N21 3NG, England	62 Station Road	London N21 3NG, 	 Farmers Markets, Food & Drink, Shopping	"missing"	Suggested Duration: 1-2 hours	Closed Sun9:00 AM - 2:00 PMHours Hours Today: Closed	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12417362-Reviews-The_Sidings_N21-London_England.html
1425	St Stephen's Church	#1,506	4.0 	1	Gloucester Rd | Kensington, London SW7 3RL, England	Gloucester Rd	London SW7 3RL, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 7370 3418	"missing"	"missing"	South Kensington	"missing"	missing	English (1)	/Attraction_Review-g186338-d12962543-Reviews-St_Stephen_s_Church-London_England.html
1426	Ellis Street	#1,507	3.0 	8	Ellis Street, London, England	Ellis Street	London, 	 Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	Belgravia	This London street has become trendy because of its designer boutiques and the celebrities who shop there.	missing	English (4); Russian (2); Italian (1); Spanish (1)	/Attraction_Review-g186338-d538272-Reviews-Ellis_Street-London_England.html
1427	Middlesex Guildhall	#1,508	4.0 	1	Little George St, London, England	Little George St	London, 	 Historic Sites, Sights & Landmarks	"missing"	"missing"	"missing"	Westminster	"missing"	missing	English (1)	/Attraction_Review-g186338-d12516252-Reviews-Middlesex_Guildhall-London_England.html
1428	Swiss Cottage Climbing Centre	#1,509	3.0 	5	Climbing Centre Adelaide Road, London NW3 3NF, England	Climbing Centre Adelaide Road	London NW3 3NF, 	 Sports Complexes, Fun & Games	+44 20 7974 1351	"missing"	Closed Now Mon11:00 AM - 9:00 PMTue11:00 AM - 9:30 PMWed - Fri11:00 AM - 9:00 PMSat - Sun9:00 AM - 6:00 PMHours Hours Today: 11:00 AM - 9:00 PM	"missing"	"missing"	missing	English (5)	/Attraction_Review-g186338-d7119378-Reviews-Swiss_Cottage_Climbing_Centre-London_England.html
1429	Dana Centre	#1,510	5.0 	1	165 Queen's Gate, London SW7 5HD, England	165 Queen's Gate	London SW7 5HD, 	 Science Museums, Museums	+44 20 7942 4040	"missing"	"missing"	South Kensington	"missing"	missing	English (1)	/Attraction_Review-g186338-d2078770-Reviews-Dana_Centre-London_England.html
1430	EeBria Taproom	#1,511	3.5 	2	Railway Arch 15 Almond Road, London SE16 3LR, England	Railway Arch 15 Almond Road	London SE16 3LR, 	 Breweries, Food & Drink	"missing"	Suggested Duration: 1-2 hours	Closed Sat11:00 AM - 6:00 PMHours Hours Today: Closed	"missing"	EeBria open their doors on Saturday afternoons to allow the public to sample beers from some of their 300 UK Brewery partners. With 6 craft beers on keg and 40+ beers in the fridge, there's something for everyone's taste and new beers every week. There's plenty seating and a shuffleboard table if you're settling in for a long visit, or beers can be bought to take away.	missing	English (2)	/Attraction_Review-g186338-d12292951-Reviews-EeBria_Taproom-London_England.html
1431	Eltham Parish Church	#1,512	4.0 	1	Eltham High Street, London SE9 1DH, England	Eltham High Street	London SE9 1DH, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 8859 1242	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12623699-Reviews-Eltham_Parish_Church-London_England.html
1432	Whittington Park	#1,513	4.0 	1	Holloway Road | Below the Overground Station, London N19 4RS, England	Holloway Road	London N19 4RS, 	 Nature & Parks	"missing"	Suggested Duration: 1-2 hours	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12593470-Reviews-Whittington_Park-London_England.html
1433	Nederlandse Kerk	#1,514	3.5 	3	7 Austin Friars, London EC2N 2HA, England	7 Austin Friars	London EC2N 2HA, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 7588 1684	Suggested Duration: < 1 hour	Closed Now Mon - Fri10:00 AM - 4:00 PMHours Hours Today: 10:00 AM - 4:00 PM	City of London	"missing"	missing	English (3)	/Attraction_Review-g186338-d7917799-Reviews-Nederlandse_Kerk-London_England.html
1434	St Mary's Secret Garden	#1,515	4.0	1	50 Pearson Street | Hoxton, London E2 8EL, England	50 Pearson Street	London E2 8EL, 	 Gardens, Nature & Parks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12583724-Reviews-St_Mary_s_Secret_Garden-London_England.html
1435	St. Augustine's Tower	#1,516	4.0 	1	St John's Church Road, London E8 1HT, England	St John's Church Road	London E8 1HT, 	 Historic Sites, Points of Interest & Landmarks, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12579025-Reviews-St_Augustine_s_Tower-London_England.html
1436	St. Philip's Church	#1,518	4.0 	1	96 Earls Court Road, London W8 6QH, England	96 Earls Court Road	London W8 6QH, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 7938 1367	Suggested Duration: < 1 hour	Closed Sun10:30 AM - 12:00 PMMon - Tue8:00 AM - 9:00 AMHours Hours Today: Closed	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12491000-Reviews-St_Philip_s_Church-London_England.html
1437	St Georges RC Cathedral	#1,519	4.0 	1	St George's Road | Southwark, London SE1 7HY, England	St George's Road	London SE1 7HY, 	 Sacred & Religious Sites, Sights & Landmarks	+44 20 7928 5256	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12478412-Reviews-St_Georges_RC_Cathedral-London_England.html
1438	Russian National Tourist Office	#1,520	4.0	1	202 Kensington Church Street, London W8 4DP, England	202 Kensington Church Street	London W8 4DP, 	 Visitor Centers, Traveler Resources	+44 20 7985 1234	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d10173851-Reviews-Russian_National_Tourist_Office-London_England.html
1439	Eltham Park South	#1,521	4.0	4	Glenesk Road, London, England	Glenesk Road	London, 	 Nature & Parks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (4)	/Attraction_Review-g186338-d12526761-Reviews-Eltham_Park_South-London_England.html
1440	Metropolitan Tabernacle Baptist Church at Elephant and Castle	#1,522	3.5 	2	Elephant & Castle, London SE1 6SD, England	Elephant & Castle	London SE1 6SD, 	 Churches & Cathedrals, Sights & Landmarks	"missing"	Suggested Duration: 1-2 hours	"missing"	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d12565524-Reviews-Metropolitan_Tabernacle_Baptist_Church_at_Elephant_and_Castle-London_England.html
1441	Peasants' Revolt Plaque	#1,523	3.5 	2	 | northern wall of St Bart's Hospital, Smithfield, London, England	"missing"	London, 	 Monuments & Statues, Sights & Landmarks	"missing"	"missing"	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d12527632-Reviews-Peasants_Revolt_Plaque-London_England.html
1442	Crosby Hall	#1,524	4.0 	1	Cheyne Walk, London SW3 5BB, England	Cheyne Walk	London SW3 5BB, 	 Historic Sites, Architectural Buildings, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d12402142-Reviews-Crosby_Hall-London_England.html
1443	Kensington Temple	#1,525	4.0 	1	Kensington Temple Kensington Park Road, London W11 3BY, England	Kensington Temple Kensington Park Road	London W11 3BY, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 8799 6100	Suggested Duration: < 1 hour	"missing"	Notting Hill	"missing"	missing	English (0); Portuguese (1)	/Attraction_Review-g186338-d12334354-Reviews-Kensington_Temple-London_England.html
1444	St Katherine Cree	#1,526	4.0 	1	St. Katharine Cree Church 86 Leadenhall Street, London EC3A 3BP, England	St. Katharine Cree Church 86 Leadenhall Street	London EC3A 3BP, 	 Sacred & Religious Sites, Sights & Landmarks	+44 20 7488 4318	"missing"	"missing"	City of London	"missing"	missing	English (1)	/Attraction_Review-g186338-d12195821-Reviews-St_Katherine_Cree-London_England.html
1445	Church of Saint Anselm & Saint Cecilia	#1,527	3.5	4	70 Lincoln's Inn Fields, London WC2A 3JA, England	70 Lincoln's Inn Fields	London WC2A 3JA, 	 Sacred & Religious Sites, Churches & Cathedrals, Sights & Landmarks	+44 20 7405 0376	"missing"	"missing"	Holborn	"missing"	missing	English (3); Japanese (1)	/Attraction_Review-g186338-d8532602-Reviews-Church_of_Saint_Anselm_Saint_Cecilia-London_England.html
1446	Church of St James the Less	#1,528	3.5 	3	Thorndike Street, London, London, England	Thorndike Street, London	London, 	 Sacred & Religious Sites, Sights & Landmarks	+44 20 7630 6282	Suggested Duration: < 1 hour	"missing"	Pimlico	"missing"	missing	English (3)	/Attraction_Review-g186338-d8809127-Reviews-Church_of_St_James_the_Less-London_England.html
1447	Great Eastern Railway War Memorial	#1,529	3.5 	4	Liverpool Street Station, London, England	Liverpool Street Station	London, 	 Monuments & Statues, Points of Interest & Landmarks, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	City of London	"missing"	missing	English (3); German (1)	/Attraction_Review-g186338-d10910752-Reviews-Great_Eastern_Railway_War_Memorial-London_England.html
1448	Resistance Gallery	#1,530	4.0 	1	265 Poyser Street, London E2 9RF, England	265 Poyser Street	London E2 9RF, 	 Civic Centers, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d11927361-Reviews-Resistance_Gallery-London_England.html
1449	The Dockers Sculpture	#1,531	3.5 	2	 | Royal Victoria Dock, London E16 1XL, England	"missing"	London E16 1XL, 	 Monuments & Statues, Points of Interest & Landmarks, Sights & Landmarks	"missing"	Suggested Duration: < 1 hour	"missing"	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d12172427-Reviews-The_Dockers_Sculpture-London_England.html
1450	St Edmund, King and Martyr Church	#1,532	3.5 	3	Lombard Street, London EC3V 9EA, England	Lombard Street	London EC3V 9EA, 	 Points of Interest & Landmarks, Churches & Cathedrals, Sights & Landmarks	"missing"	"missing"	Closed Now Sun - Sat8:00 AM - 6:00 PMHours Hours Today: 8:00 AM - 6:00 PM	City of London	"missing"	missing	English (2); Japanese (1)	/Attraction_Review-g186338-d11871700-Reviews-St_Edmund_King_and_Martyr_Church-London_England.html
1451	O2 Shop	#1,533	3.5 	2	Ariel Way | Unit 2056 First Floor, Westfield Shopping Centre,, London, England	Ariel Way	London, 	 Shopping Malls, Shopping	+44 20 8749 3146	Suggested Duration: < 1 hour	Closed Now Mon - Fri10:00 AM - 10:00 PMSat - Sun12:00 PM - 6:00 PMHours Hours Today: 10:00 AM - 10:00 PM	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d10550058-Reviews-O2_Shop-London_England.html
1452	St George's Campden Hill	#1,534	4.0 	2	St. George's Centre Aubrey Walk, London W8 7JG, England	St. George's Centre Aubrey Walk	London W8 7JG, 	 Churches & Cathedrals, Sights & Landmarks	+44 20 3602 9873	"missing"	"missing"	"missing"	"missing"	missing	English (1); Spanish (1)	/Attraction_Review-g186338-d2460336-Reviews-St_George_s_Campden_Hill-London_England.html
1453	RHS Lindley Library	#1,535	4.0	1	80 Vincent Square, London SW1P 2PE, England	80 Vincent Square	London SW1P 2PE, 	 Libraries, Traveler Resources	+44 20 7821 3050	"missing"	"missing"	Westminster	"missing"	missing	English (1)	/Attraction_Review-g186338-d10716491-Reviews-RHS_Lindley_Library-London_England.html
1454	Lord Portal of Hungerford	#1,536	3.5	3	 | Victoria Embankment Gardens, London, England	"missing"	London, 	 Monuments & Statues, Sights & Landmarks	"missing"	"missing"	"missing"	Trafalgar Square / Embankment	"missing"	victoria embankment gardens; royal air force; raf; statue; whitehall	English (2); German (1)	/Attraction_Review-g186338-d10910734-Reviews-Lord_Portal_of_Hungerford-London_England.html
1455	Peckham Platform	#1,537	4.0 	1	89 Peckham High Street | London, London SE15 5RS, England	89 Peckham High Street	London SE15 5RS, 	 Art Galleries, Museums, Shopping	+44 20 7358 9645	Suggested Duration: < 1 hour	Closed Now Wed - Fri11:00 AM - 6:00 PMSat - Sun10:00 AM - 5:00 PMHours Hours Today: 11:00 AM - 6:00 PM	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d11549789-Reviews-Peckham_Platform-London_England.html
1456	Bramford Gardens	#1,538	4.0	1	Old York Road, London SW18, England	Old York Road	London SW18, 	 Nature & Parks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d10542872-Reviews-Bramford_Gardens-London_England.html
1457	Wanstead Flats Playing Fields	#1,539	4.0 	1	Capel Road, London E11 2LT, England	Capel Road	London E11 2LT, 	 Sports Complexes, Fun & Games	+44 20 8532 1010	Suggested Duration: 1-2 hours	"missing"	"missing"	"missing"	missing	English (1)	/Attraction_Review-g186338-d10045323-Reviews-Wanstead_Flats_Playing_Fields-London_England.html
1458	Brockley and Ladywell Cemeteries	#1,540	3.5 	2	Brockley Grove, London SE4 1DZ, England	Brockley Grove	London SE4 1DZ, 	 Cemeteries, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d12849268-Reviews-Brockley_and_Ladywell_Cemeteries-London_England.html
1459	Hermitage Rooms at Somerset House	#1,541	4.0	1	Somerset House | The Strand, London WC2, England	Somerset House	London WC2, 	 Specialty Museums, Museums	+44 20 7845 4600	"missing"	"missing"	Trafalgar Square / Embankment	"missing"	missing	English (1)	/Attraction_Review-g186338-d553590-Reviews-Hermitage_Rooms_at_Somerset_House-London_England.html
1460	London Fo Guang Shan Temple	#1,542	3.5 	4	84 Margaret Street, London W1W 8TD, England	84 Margaret Street	London W1W 8TD, 	 Sacred & Religious Sites, Sights & Landmarks	+44 20 7636 8394	"missing"	Closed Sun9:30 AM - 5:00 PMMon - Thu9:30 AM - 12:00 PM12:40 PM - 5:00 PMSat9:30 AM - 12:00 PM12:45 PM - 5:00 PMHours Hours Today: Closed	Fitzrovia	"missing"	missing	English (3); Russian (1)	/Attraction_Review-g186338-d580905-Reviews-London_Fo_Guang_Shan_Temple-London_England.html
1461	Speke Monument	#1,543	3.0 	5	Bayswater Road | Kensington Gardens, London W2 2UH, England	Bayswater Road	London W2 2UH, 	 Monuments & Statues, Sights & Landmarks	"missing"	"missing"	Closed Now Sun - Sat6:00 AM - 9:00 PMHours Hours Today: 6:00 AM - 9:00 PM	"missing"	"missing"	missing	English (4); Arabic (1)	/Attraction_Review-g186338-d10753927-Reviews-Speke_Monument-London_England.html
1462	Sir Hugh Myddelton Statue	#1,546	3.5	2	 | Islington Green, London, England	"missing"	London, 	 Monuments & Statues, Sights & Landmarks	"missing"	"missing"	"missing"	"missing"	"missing"	missing	English (1); German (1)	/Attraction_Review-g186338-d10353286-Reviews-Sir_Hugh_Myddelton_Statue-London_England.html
1463	Thames Galleries	#1,544	4.5 	2	143 Lower Richmond Road | Putney, London SW15 1EZ, England	143 Lower Richmond Road	London SW15 1EZ, 	 Art Galleries, Shopping, Museums	+44 20 8785 2972	"missing"	"missing"	"missing"	"missing"	missing	English (2)	/Attraction_Review-g186338-d548656-Reviews-Thames_Galleries-London_England.html
1464	Chelsea Affiliated Synagogue	#1,545	3.5 	2	Smith Street Smith Terrace, London SW3 4DL, England	Smith Street Smith Terrace	London SW3 4DL, 	 Sacred & Religious Sites, Sights & Landmarks	+44 20 7351 6292	Suggested Duration: < 1 hour	"missing"	Chelsea	"missing"	missing	English (2)	/Attraction_Review-g186338-d10054355-Reviews-Chelsea_Affiliated_Synagogue-London_England.html
1465	London Underwriting Centre	#1,547	5.0 	1	3 Minster Court | Mincing Lane, London EC3R 7DD, England	3 Minster Court	London EC3R 7DD, 	 Architectural Buildings, Sights & Landmarks	+44 20 7617 5000	"missing"	"missing"	City of London	"missing"	missing	English (0); Chinese (Sim.) (1)	/Attraction_Review-g186338-d548787-Reviews-London_Underwriting_Centre-London_England.html
