num	attraction	duration	hours	description
606	One Hyde Park	Suggested Duration: 1-2 hours	"missing"	"missing"
607	Nespresso Boutique	"missing"	Closed Now Sun12:00 PM - 6:00 PMMon - Sat10:00 AM - 8:00 PMHours Hours Today: 10:00 AM - 8:00 PM	"missing"
608	Hanwell Lock Flight Canalside	"missing"	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
609	St Botolph's Aldgate	"missing"	"missing"	"missing"
610	Merton Abbey Mills	Suggested Duration: 2-3 hours	"missing"	"missing"
611	Statue of Charles James Napier	Suggested Duration: < 1 hour	"missing"	"missing"
612	Marylebone Station	"missing"	"missing"	"missing"
613	The Pet Cemetery of Hyde Park	"missing"	"missing"	"missing"
614	Metropolitan Police Historical Collection	Suggested Duration: < 1 hour	"missing"	"missing"
615	Lee Valley Athletics Centre	"missing"	"missing"	Just one look at the award winning athletics centre tells you this is an elite location, one that’s geared up to train athletes for London 2012 and the 2017 London World Championships.Yet while the very best train here, absolutely everyone is welcome to take advantage of this amazing place. So whether you’re already into athletics or just interested in learning something new for the fun of it, the largest indoor and outdoor athletics centre in the south of England is for you.
616	Saint Peter's Italian Church	"missing"	"missing"	"missing"
617	Statue of Captain James Cook	Suggested Duration: < 1 hour	"missing"	"missing"
618	Farm Street	"missing"	"missing"	"missing"
619	Crystal Palace Antique and Modern Warehouse	"missing"	"missing"	We are a four floored antiques warehouse in the centre of Crystal Palace , London, SE19. Established over fifteen years ago we have fast built a reputation for our vast and ever changing collection of antique, vintage and modern design items for the home, trade and commercial projects. Always well worth a visit with our stock changing daily, this site is just to show a flavour of what we do.
620	Well Hall Pleasaunce	Suggested Duration: 1-2 hours	"missing"	"missing"
621	New Shepherd's Bush Market	"missing"	"missing"	"missing"
622	Now Gallery	"missing"	"missing"	"missing"
623	Cavendish Square Gardens	"missing"	"missing"	"missing"
624	Design Centre	Suggested Duration: 2-3 hours	"missing"	"missing"
625	Richmond Green	Suggested Duration: < 1 hour	"missing"	"missing"
626	Venn Street Market	Suggested Duration: < 1 hour	"missing"	"missing"
627	St Sophia's Cathedral	Suggested Duration: < 1 hour	"missing"	"missing"
628	Church Street	"missing"	"missing"	"missing"
629	The Parish Church of St John-at-Hampstead	Suggested Duration: < 1 hour	"missing"	"missing"
630	The London Library	"missing"	Closed Now Mon - Wed9:30 AM - 8:00 PMThu - Sat9:30 AM - 5:30 PMHours Hours Today: 9:30 AM - 8:00 PM	"missing"
631	Tower of London Ice Rink & Eis Haus Ice bar.	Suggested Duration: 1-2 hours	Closed Now Sun - Sat11:00 AM - 9:00 PMHours Hours Today: 11:00 AM - 9:00 PM	"missing"
632	Seven Sisters Indoor Market	"missing"	"missing"	"missing"
633	Myatt's Fields Park	Suggested Duration: 2-3 hours	"missing"	"missing"
634	St. Michael Paternoster Royal Church	"missing"	"missing"	Church designed by Christopher Wren.
635	Jan Smuts Statue	Suggested Duration: < 1 hour	"missing"	"missing"
636	Gipsy Hill Brewery	Suggested Duration: 1-2 hours	"missing"	"missing"
637	Canada House	"missing"	"missing"	"missing"
638	St Mary's Church, Putney	"missing"	Closed Sun11:00 AM - 1:00 PM6:30 PM - 8:30 PMHours Hours Today: Closed	"missing"
639	St John's Waterloo	Suggested Duration: 1-2 hours	"missing"	"missing"
640	General Charles George Gordon statue	Suggested Duration: < 1 hour	"missing"	"missing"
641	Victoria	"missing"	"missing"	"missing"
642	British Boot Company	Suggested Duration: 1-2 hours	"missing"	"missing"
643	St. Margaret Lothbury Church	Suggested Duration: < 1 hour	Closed Now Mon - Fri7:00 AM - 6:00 PMHours Hours Today: 7:00 AM - 6:00 PM	"missing"
644	Billingsgate	"missing"	Closed Now Tue - Sat4:00 AM - 9:30 AMHours Hours Today: 4:00 AM - 9:30 AM	"missing"
645	The Bunker Theatre	Suggested Duration: 2-3 hours	"missing"	"missing"
646	Red Cross Cottages & Garden	Suggested Duration: < 1 hour	"missing"	"missing"
647	Bernie Grants Arts Centre	Suggested Duration: 2-3 hours	"missing"	"missing"
648	Lee Valley Hockey and Tennis Centre	"missing"	"missing"	Play tennis and hockey at Lee Valley Hockey & Tennis Centre on Queen Elizabeth Olympic Park. Experience this London 2012 venue, the centre offers something for everyone; from kids to adults, whether you're a beginner or an advanced player! Our hockey and tennis courses, sessions, disability programmes, tennis courts and hockey pitches are bookable in advance and you can simply turn up and play tennis if there's a court available. Take advantage of children's school holiday sessions in both sports, enjoy coaching and training sessions or watch great sporting events throughout the year. Book to play tennis on our state-of-the-art indoor and outdoor courts. Groups and clubs can book to play hockey on our two striking Union Jack fringed pitches.
649	Palm Beach Casino	"missing"	"missing"	"missing"
650	Ruskin Park	Suggested Duration: 1-2 hours	"missing"	"missing"
651	West Hampstead Farmers' Market	"missing"	"missing"	"missing"
655	Hodge the Cat	Suggested Duration: < 1 hour	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
656	Bow Church	"missing"	"missing"	"missing"
657	HTB Onslow Square	Suggested Duration: 1-2 hours	"missing"	"missing"
658	Trinity Square Gardens	"missing"	"missing"	"missing"
659	Oasis Sports Centre	"missing"	Closed Now Mon - Fri6:30 AM - 10:00 PMSat - Sun9:30 AM - 6:00 PMHours Hours Today: 6:30 AM - 10:00 PM	"missing"
660	King's College London Chapel	Suggested Duration: < 1 hour	Closed Now Mon - Fri8:00 AM - 6:00 PMHours Hours Today: 8:00 AM - 6:00 PM	"missing"
661	Haggerston Park	"missing"	"missing"	"missing"
662	Lammas Park	"missing"	"missing"	"missing"
663	Whitechapel Road	"missing"	"missing"	"missing"
664	Portland Place	"missing"	"missing"	"missing"
665	Bow Street	"missing"	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
666	Howard Griffin Gallery	Suggested Duration: < 1 hour	"missing"	"missing"
667	Society of Antiquaries of London	Suggested Duration: 1-2 hours	"missing"	"missing"
668	Henry John Temple Statue	Suggested Duration: < 1 hour	"missing"	"missing"
669	The Russian Orthodox Church	Suggested Duration: < 1 hour	"missing"	"missing"
670	Imperial College Sports Centre	"missing"	Closed Now Mon - Fri8:00 AM - 8:00 PMSat9:00 AM - 5:00 PMHours Hours Today: 8:00 AM - 8:00 PM	"missing"
671	Snap Galleries London	"missing"	Closed Now Tue - Fri11:00 AM - 6:00 PMSat11:00 AM - 5:00 PMHours Hours Today: 11:00 AM - 6:00 PM	"missing"
672	Queen's Chapel	Suggested Duration: 1-2 hours	"missing"	"missing"
673	Cavendish Square	"missing"	"missing"	"missing"
674	Maughan Library	Suggested Duration: 1-2 hours	"missing"	"missing"
675	River Lee Navigation	"missing"	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
676	St. Giles Cripplegate	"missing"	Closed Now Mon - Fri11:00 AM - 4:00 PMHours Hours Today: 11:00 AM - 4:00 PM	"missing"
677	BDA Dental Museum	"missing"	"missing"	"missing"
678	New River Walk	Suggested Duration: 1-2 hours	"missing"	"missing"
679	Neal Street	"missing"	"missing"	"missing"
680	Mount Street Gardens	Suggested Duration: < 1 hour	"missing"	"missing"
681	Wimbledon Library	Suggested Duration: More than 3 hours	Closed Now Mon - Fri9:30 AM - 7:00 PMSat9:30 AM - 5:00 PMHours Hours Today: 9:30 AM - 7:00 PM	"missing"
682	The Church of St Vedast Alias Foster	"missing"	"missing"	"missing"
683	Iraq and Afghanistan Memorial	Suggested Duration: < 1 hour	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
684	Islington Green	Suggested Duration: 1-2 hours	"missing"	"missing"
685	St. Dunstan's Church	"missing"	"missing"	"missing"
686	Tate Boat	Suggested Duration: < 1 hour	"missing"	"missing"
687	Oval Farmers' Market	Suggested Duration: < 1 hour	Closed Sat10:00 AM - 3:00 PMHours Hours Today: Closed	"missing"
688	The House of Dreams, Stephen Wright	Suggested Duration: < 1 hour	"missing"	"missing"
689	Ridley Road Shopping Village	"missing"	"missing"	"missing"
690	Emmeline and Christabel Pankhurst Memorial	Suggested Duration: < 1 hour	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
691	11 September 2001 Memorial Gardens	Suggested Duration: < 1 hour	"missing"	"missing"
692	Highams Park	"missing"	"missing"	"missing"
693	Church of St. Martin-within-Ludgate	"missing"	"missing"	"missing"
694	Marx Memorial Library	"missing"	"missing"	"missing"
695	Fine Art Society	"missing"	"missing"	"missing"
696	July 7 Memorial (London Bombing Memorial)	"missing"	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
697	Carlton House Terrace	"missing"	"missing"	"missing"
698	The British Vintage Wireless and Television Museum	"missing"	"missing"	"missing"
699	Southbank Mosaics	"missing"	"missing"	"missing"
700	Tibetan Peace Garden	"missing"	"missing"	"missing"
701	William Tyndale Statue	Suggested Duration: < 1 hour	"missing"	"missing"
702	Major General Sir Henry Havelock Statue	Suggested Duration: < 1 hour	"missing"	"missing"
703	Tristan Bates Theatre	Suggested Duration: 2-3 hours	"missing"	"missing"
704	Bedford Square	"missing"	"missing"	"missing"
705	New Diorama Theatre	"missing"	Closed Now Mon - Fri10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
706	Union Theatre	"missing"	"missing"	"missing"
707	Russel Square Station	"missing"	"missing"	"missing"
708	Chindit Memorial	Suggested Duration: < 1 hour	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
709	Gillespie Park Nature Reserve and Islington Ecology	"missing"	"missing"	"missing"
710	Newton Monument	Suggested Duration: < 1 hour	"missing"	"missing"
711	Skylark Galleries	Suggested Duration: < 1 hour	"missing"	"missing"
712	Ronald Reagan Statue	"missing"	"missing"	"missing"
713	Statue of George V	Suggested Duration: < 1 hour	"missing"	"missing"
714	Omnibus Theatre	"missing"	"missing"	"missing"
715	Champion Hill	Suggested Duration: 1-2 hours	"missing"	"missing"
716	Cheyne Walk	"missing"	"missing"	"missing"
717	Museum of Comedy	"missing"	Closed Now Sun12:00 PM - 5:00 PMTue - Fri10:00 AM - 5:00 PMSat11:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 5:00 PM	A brand new, interactive and immersive museum for all the family, featuring iconic props and artefacts from our rich comedic history. Sit on a pew from Father Ted, enjoy our Comic exhibition and reminisce with original Tommy Cooper props! There's something for the kids with classic comedy board games, and why not see what's on and catch a Comedy performance in The Cooper Room.
718	Gunnersbury Triangle	"missing"	"missing"	"missing"
719	British Optical Association Museum	Suggested Duration: 1-2 hours	"missing"	"missing"
720	Young Dancer	Suggested Duration: < 1 hour	"missing"	"missing"
721	L.C.C. Fire Brigade Station Euston 1902	"missing"	"missing"	"missing"
722	Store Studios	Suggested Duration: 2-3 hours	"missing"	"missing"
776	Chrisp Street Market	Suggested Duration: 1-2 hours	"missing"	"missing"
778	John Snow Saloon	Suggested Duration: < 1 hour	Closed Now Sun12:00 PM - 10:30 PMMon - Sat12:00 PM - 11:00 PMHours Hours Today: 12:00 PM - 11:00 PM	"missing"
723	The CLF Art Cafe	Suggested Duration: More than 3 hours	Closed Now Mon - Wed5:00 PM - 11:00 PMThu5:00 PM - 2:30 AMFri - Sat5:00 PM - 6:00 AMHours Hours Today: 5:00 PM - 11:00 PM	Multi level warehouse venue, hosting numerous leading club nights, live music events, art exhibitions, creative workshops, Theatre Productions, Film Programmes + More in a unique multi level 130 year old warehouse space.
724	Whiteleys	"missing"	Closed Now Sun - Sat8:30 AM - 12:00 AMHours Hours Today: 8:30 AM - 12:00 AM	"missing"
725	Islington Museum	"missing"	Closed Now Mon - Tue10:00 AM - 5:00 PMThu - Sat10:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 5:00 PM	"missing"
726	Haunch of Venison	"missing"	"missing"	"missing"
727	Grosvenor Casino Barracuda, London	"missing"	"missing"	The Barracuda is a stylish, sophisticated venue with an iconic Baker Street address. We offer tempting dining options, thrilling gaming and The White Room; a private venue in opulent surroundings. We're open 24 hours a day, 7 days a week and offer a car valet parking service.
728	London New Cavendish Street	"missing"	"missing"	"missing"
729	Prince Albert Equestrian Statue	Suggested Duration: < 1 hour	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
730	Markfield Beam Engine Museum	Suggested Duration: 1-2 hours	"missing"	"missing"
731	Kensington Leisure Centre	"missing"	"missing"	"missing"
732	Tottenham Green Market	Suggested Duration: 1-2 hours	"missing"	"missing"
733	St Ethelburga's	Suggested Duration: < 1 hour	"missing"	"missing"
734	Proud Galleries	Suggested Duration: < 1 hour	"missing"	"missing"
735	Downing Street	"missing"	"missing"	"missing"
736	Mare Street	"missing"	"missing"	"missing"
737	Hang-Up Gallery	"missing"	Closed Now Tue - Sun12:00 PM - 6:00 PMHours Hours Today: 12:00 PM - 6:00 PM	Hang-Up is a contemporary art gallery, specialising in Banksy sales to an international collector base since 2008. Further to Banksy, we are major dealers in works by Harland Miller, Invader, KAWS, Ben Eine, Shepard Fairey and Sir Peter Blake, buying and selling artworks by leveraging our extensive networks developed over many years. Exhibition Programme The gallery works with a roster of young forward thinking artists in selling and presenting artworks through our dynamic exhibition programme. Hang-Up has a core stable of artists with whom they have worked with in developing their artistic careers including The Connor Brothers, Joe Webb, Mark Powell, Magnus Gjoen and Lauren Baker, most of whom had their first show at the gallery. These artists have subsequently gone onto have large sell out exhibitions with Hang-Up, with wait lists for their new work
738	Saint Saviour Pimlico	"missing"	Closed Now Mon - Fri9:00 AM - 5:00 PMHours Hours Today: 9:00 AM - 5:00 PM	"missing"
739	St Andrew Holborn	Suggested Duration: < 1 hour	"missing"	"missing"
740	Brockwell Park	"missing"	"missing"	"missing"
741	West London Synagogue	"missing"	"missing"	"missing"
742	Upper and Lower Grosvenor Gardens	Suggested Duration: 1-2 hours	"missing"	"missing"
743	Raven Row	Suggested Duration: 1-2 hours	"missing"	"missing"
744	Battersea Sports Centre	"missing"	"missing"	"missing"
745	The Memorial to the Brigade of Gurkhas	Suggested Duration: < 1 hour	"missing"	"missing"
746	The Brunel Museum at Rotherhithe	Suggested Duration: 2-3 hours	"missing"	"missing"
747	Boma Garden Centre Ltd	Suggested Duration: 1-2 hours	"missing"	"missing"
748	Chelsea Embankment Gardens	Suggested Duration: < 1 hour	"missing"	"missing"
749	Fishmongers' Hall	Suggested Duration: 1-2 hours	"missing"	"missing"
750	Gladstone Park	Suggested Duration: 1-2 hours	"missing"	"missing"
751	Oliver Cromwell Statue	Suggested Duration: < 1 hour	"missing"	"missing"
752	The Horse Hospital	"missing"	Closed Now Sun - Sat7:30 PM - 11:00 PMMon - Sat12:00 PM - 6:00 PMHours Hours Today: 12:00 PM - 6:00 PM, 7:30 PM - 11:00 PM	"missing"
753	Joy of Life Fountain	Suggested Duration: < 1 hour	"missing"	"missing"
754	Bernard Montgomery Statue	Suggested Duration: < 1 hour	"missing"	"missing"
755	Graffiti in Shoreditch	"missing"	Closed Now Sun - Wed12:00 PM - 12:00 AMThu - Sat12:00 PM - 2:00 AMHours Hours Today: 12:00 PM - 12:00 AM	Located on Shoreditch's popular high street lays The Shoreditch. A quirky, contemporary, eclectic tiki style cocktail bar upstairs, whilst downstairs lives the heart and soul of the venue. The underground basement club offers a sultry alternative to your standard meeting spaces and can cater to a diverse range of events.
756	College of Arms	Suggested Duration: 1-2 hours	"missing"	"missing"
757	Honor Oak Park	"missing"	"missing"	"missing"
758	The Church Of The Holy Cross	Suggested Duration: < 1 hour	"missing"	"missing"
759	St Mark's Regent Park	"missing"	"missing"	"missing"
760	StolenSpace Gallery	"missing"	Closed Now Tue - Sun11:00 AM - 7:00 PMHours Hours Today: 11:00 AM - 7:00 PM	"missing"
761	Pump House Gallery	"missing"	"missing"	"missing"
762	Gatehouse Theatre	Suggested Duration: 2-3 hours	"missing"	"missing"
763	Pymmes Park	Suggested Duration: 1-2 hours	"missing"	"missing"
764	Golden Square	Suggested Duration: < 1 hour	"missing"	"missing"
765	Marc Bolan's Rock Shrine	Suggested Duration: < 1 hour	"missing"	"missing"
766	Coronation Gardens	"missing"	"missing"	"missing"
767	Tarn Bird Sanctuary	Suggested Duration: 1-2 hours	"missing"	"missing"
768	Crockfords	"missing"	Closes in 10 min Sun - Sat7:30 PM - 3:00 AMHours Hours Today: 7:30 PM - 3:00 AM	"missing"
769	St. Olaf Statue	Suggested Duration: < 1 hour	"missing"	"missing"
770	Pace Gallery	"missing"	Closed Now Tue - Sat10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
771	Photofusion	"missing"	Closed Now Mon - Sat10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
772	Noor Inayat Khan Statue	Suggested Duration: < 1 hour	"missing"	"missing"
773	Millbank Tower	"missing"	"missing"	"missing"
774	Coulsdon Common	Suggested Duration: 1-2 hours	"missing"	"missing"
775	UCL Art Museum	"missing"	Closed Now Mon - Fri1:00 PM - 5:00 PMHours Hours Today: 1:00 PM - 5:00 PM	UCL Art Museum is home to over 10,000 works of art, dating from the 1490s to the present day. Its collaborations with researchers and artists offer new perspectives on familiar and rare objects through exhibitions in a traditional print room at the heart of the university in Bloomsbury. Highlights include old master prints and drawings, contemporary art from the UCL Slade School of Fine Art, and the Flaxman Gallery, which showcases plaster models by neo-classical artist John Flaxman in a Victorian installation under UCL’s dome.
779	Cadence Performance Ltd	Suggested Duration: 1-2 hours	Closed Now Mon - Fri11:00 AM - 8:00 PMSat - Sun8:00 AM - 6:00 PMHours Hours Today: 11:00 AM - 8:00 PM	"missing"
780	Charlie Chaplin' House	Suggested Duration: < 1 hour	"missing"	"missing"
781	The Geological Society	Suggested Duration: 1-2 hours	"missing"	"missing"
782	Elfin Oak	Suggested Duration: < 1 hour	Closed Now Sun - Sat6:00 AM - 9:00 PMHours Hours Today: 6:00 AM - 9:00 PM	"missing"
783	George Washington Statue	Suggested Duration: < 1 hour	"missing"	"missing"
784	Emmanuel Centre	"missing"	"missing"	"missing"
785	The Asylum Chapel	Suggested Duration: 2-3 hours	"missing"	"missing"
786	Dairy Art Centre	"missing"	Closed Wed - Fri10:00 AM - 5:00 PMSat - Sun11:00 AM - 5:00 PMHours Hours Today: Closed	"missing"
787	Barnes Green	"missing"	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
788	Clowns' Gallery & Museum	Suggested Duration: 1-2 hours	Closed Fri12:00 PM - 5:00 PMHours Hours Today: Closed	"missing"
789	Coronet Cinema	"missing"	Closed Now Mon - Fri1:00 PM - 11:00 PMHours Hours Today: 1:00 PM - 11:00 PM	"missing"
790	Curious Duke Gallery	Suggested Duration: < 1 hour	Closed Now Mon - Fri11:30 AM - 6:30 PMSat12:00 PM - 4:00 PMHours Hours Today: 11:30 AM - 6:30 PM	"missing"
791	Hammersmith Cemetery	"missing"	"missing"	"missing"
792	Backyard Market	Suggested Duration: < 1 hour	Closed Sun10:00 AM - 5:00 PMSat11:00 AM - 6:00 PMHours Hours Today: Closed	"missing"
793	Smollensky’s Bar	"missing"	Closed Now Mon - Wed7:30 AM - 11:00 PMThu - Fri7:30 AM - 12:00 AMSat - Sun11:00 AM - 10:00 PMHours Hours Today: 7:30 AM - 11:00 PM	Bringing a taste of New York to Canary Wharf! Smollensky's Bar is a laid-back, American-style haunt where you can enjoy the best cocktails on the Wharf. Our quick and easy menu is perfect breakfast, lunch and evening food. With a wide range of sweet and savoury choices, there are options to suit all appetites. Daytimes are not where it ends - evenings at Smollensky's Bar are not to be missed. As the sun goes down, we step up the beat, playing the best in current music to keep the bar buzzing until late, with light bites available as the drinks flow. We offer an enticing mix of contemporary cocktails, fine wine and chilled beer, all of which can be best enjoyed in our fabulous outside area on the Plaza.
794	King William IV statue	Suggested Duration: < 1 hour	"missing"	"missing"
795	London Docklands Visitor Centre	"missing"	"missing"	"missing"
796	Charter House	Suggested Duration: 1-2 hours	Closed Now Tue - Sun11:00 AM - 5:00 PMHours Hours Today: 11:00 AM - 5:00 PM	"missing"
797	Trinity Hospital	"missing"	"missing"	"missing"
798	Inverness Street Market	Suggested Duration: < 1 hour	Closed Now Sun - Sat9:00 AM - 6:00 PMHours Hours Today: 9:00 AM - 6:00 PM	"missing"
799	Viewfinder Photography Gallery	"missing"	"missing"	This is a brilliant little photography gallery in a building called Linear House. As far as I know its been around for about five years now.
800	St John the Baptist	"missing"	"missing"	"missing"
801	Waterloo East Theatre	Suggested Duration: 1-2 hours	"missing"	"missing"
802	Dunamis	"missing"	"missing"	"missing"
803	Transport For London	"missing"	"missing"	"missing"
804	The Poetry Library	"missing"	Closed Now Tue - Sun11:00 AM - 8:00 PMHours Hours Today: 11:00 AM - 8:00 PM	"missing"
805	Archway Bridge	"missing"	"missing"	"missing"
806	Zuleika Gallery	"missing"	"missing"	"missing"
807	Marlborough Contemporary	Suggested Duration: < 1 hour	"missing"	"missing"
808	Pressure Drop Brewing	Suggested Duration: 2-3 hours	"missing"	"missing"
809	Guildhall Library	"missing"	Closed Now Mon - Sat9:30 AM - 5:00 PMHours Hours Today: 9:30 AM - 5:00 PM	Guildhall Library is the library of London history. Comprising over 200,000 titles from the 15th to the 21st centuries, we cover all aspects of London life; hold extensive collections on maritime history, business history, and wine and food; and provide free access to a range of online resources. Guildhall Library also runs an extensive and varied events and exhibitions programme.
810	Curwen Gallery	"missing"	Closed Now Mon - Wed10:00 AM - 6:00 PMThu10:00 AM - 8:00 PMFri10:00 AM - 6:00 PMSat11:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
811	Westminster Scholars War Memorial	"missing"	"missing"	"missing"
812	St Mary's Gardens	Suggested Duration: < 1 hour	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
813	Russia Dock Woodland	"missing"	"missing"	"missing"
814	Stratford Park	Suggested Duration: 2-3 hours	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
815	Upstairs at The Gatehouse	Suggested Duration: 2-3 hours	"missing"	"missing"
816	The Junk Shop	"missing"	"missing"	"missing"
817	Rowland Hill Statue	Suggested Duration: < 1 hour	"missing"	"missing"
818	Milton Court Concert Hall	Suggested Duration: 2-3 hours	"missing"	"missing"
819	St Barnabas Church	Suggested Duration: < 1 hour	"missing"	"missing"
820	Longplayer	Suggested Duration: < 1 hour	Closed Sat - Sun11:00 AM - 4:00 PMHours Hours Today: Closed	"missing"
821	Porchester Square Gardens	Suggested Duration: < 1 hour	"missing"	"missing"
822	Royal Victoria Gardens	Suggested Duration: 1-2 hours	"missing"	"missing"
823	Cutler's Hall	Suggested Duration: 2-3 hours	"missing"	"missing"
824	Nunnery Gallery	Suggested Duration: < 1 hour	Closed Now Tue - Sun10:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 5:00 PM	"missing"
825	East Ham Central park	"missing"	"missing"	"missing"
826	Simone Bolivar Statue	Suggested Duration: < 1 hour	"missing"	"missing"
827	Our Lady of the Assumption and Saint Gregory	Suggested Duration: 1-2 hours	"missing"	"missing"
828	Gallery Fumi	Suggested Duration: 1-2 hours	Closed Now Mon - Fri10:00 AM - 7:00 PMSat11:00 AM - 7:00 PMHours Hours Today: 10:00 AM - 7:00 PM	"missing"
829	East Ham Nature Reserve	"missing"	Closed Now Sun - Sat8:00 AM - 5:00 PMHours Hours Today: 8:00 AM - 5:00 PM	"missing"
830	Bow Creek Ecology Park	"missing"	"missing"	"missing"
831	Blain/Southern	"missing"	Closed Now Mon - Fri10:00 AM - 6:00 PMSat10:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
832	Hugh Trenchard Statue	Suggested Duration: < 1 hour	"missing"	"missing"
833	Execution Dock	"missing"	"missing"	"missing"
834	Priory Park	"missing"	"missing"	"missing"
835	Prince Henry the Navigator Statue	Suggested Duration: < 1 hour	"missing"	"missing"
907	Black Cat Cabaret	"missing"	"missing"	"missing"
836	St Matthias Old Church	"missing"	Closed Now Mon - Fri9:00 AM - 4:00 PMHours Hours Today: 9:00 AM - 4:00 PM	"missing"
837	Hampstead Museum	"missing"	Closed Sun12:00 PM - 5:00 PMWed - Fri12:00 PM - 5:00 PMHours Hours Today: Closed	"missing"
838	Hyde Park Chapel Visitors’ Centers	Suggested Duration: < 1 hour	"missing"	"missing"
839	West Street	"missing"	"missing"	"missing"
840	Stockwell playhouse	"missing"	"missing"	"missing"
841	Pitzhanger Manor	"missing"	Closed Now Tue - Fri1:00 PM - 5:00 PMSat11:00 AM - 5:00 PMHours Hours Today: 1:00 PM - 5:00 PM	"missing"
842	Joe Strummer Mural London	"missing"	"missing"	"missing"
843	Kelmscott House	"missing"	"missing"	"missing"
844	London Natsume Soseki Memorial Hall	Suggested Duration: < 1 hour	"missing"	"missing"
845	St. Georges Square	Suggested Duration: < 1 hour	"missing"	"missing"
846	Franklin D. Roosevelt Memorial	"missing"	"missing"	"missing"
847	WaterWorks Centre & Middlesex Filter Beds	Suggested Duration: 1-2 hours	"missing"	"missing"
848	Black Death Burial Pit	"missing"	"missing"	"missing"
849	Queens Park Farmers' Market	Suggested Duration: 1-2 hours	Closed Sun10:00 AM - 3:00 PMHours Hours Today: Closed	"missing"
850	St Anne's Churchyard,	Suggested Duration: < 1 hour	"missing"	"missing"
851	Obelisks of Nectanebo II	"missing"	"missing"	"missing"
852	Golborne Road	"missing"	"missing"	"missing"
853	John F. Kennedy Memorial	Suggested Duration: < 1 hour	"missing"	"missing"
854	Christopher Columbus Statue	Suggested Duration: < 1 hour	"missing"	"missing"
855	Bhrams and Liszt	Suggested Duration: 1-2 hours	"missing"	"missing"
856	Norfolk Square Gardens	"missing"	"missing"	"missing"
857	Jose de San Martin Statue	Suggested Duration: < 1 hour	"missing"	"missing"
858	Kilburn Grange Park	Suggested Duration: < 1 hour	"missing"	"missing"
859	Henry Bartle Frere Statue	Suggested Duration: < 1 hour	"missing"	"missing"
860	Church of Christ the King	Suggested Duration: < 1 hour	"missing"	"missing"
861	Brick Lane Jamme Masjid	Suggested Duration: < 1 hour	"missing"	"missing"
862	Grosvenor Chapel	Suggested Duration: 1-2 hours	"missing"	"missing"
863	The Camden Centre	Suggested Duration: More than 3 hours	"missing"	"missing"
864	Gilbert Collection	"missing"	"missing"	"missing"
865	Charnel House	"missing"	"missing"	"missing"
866	Fan Bridge	Suggested Duration: < 1 hour	"missing"	"missing"
867	Earth Natural Foods	Suggested Duration: < 1 hour	"missing"	"missing"
868	David Roberts Art Foundation	Suggested Duration: < 1 hour	"missing"	"missing"
869	New End Theatre	Suggested Duration: 2-3 hours	"missing"	"missing"
870	Italian Cultural Institute	"missing"	Closed Now Mon - Fri10:00 AM - 5:30 PMHours Hours Today: 10:00 AM - 5:30 PM	"missing"
871	Pitshanger Park	Suggested Duration: 1-2 hours	"missing"	"missing"
872	Plaque Giuseppe Mazzini	Suggested Duration: < 1 hour	"missing"	"missing"
873	Fleet Air Arm Memorial	Suggested Duration: < 1 hour	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
874	Brenchley Gardens Park	"missing"	"missing"	"missing"
875	Warren Street Maze	Suggested Duration: < 1 hour	"missing"	"missing"
876	Hyde Park Sporting Club	"missing"	"missing"	"missing"
877	Waterloo Millennium Green	"missing"	"missing"	"missing"
878	St John at Hackney Church	"missing"	"missing"	"missing"
879	St Nicholas Cole Abbey	Suggested Duration: < 1 hour	"missing"	"missing"
